NAME,SOL,LTST,SEQ_ID,ROVER_ELEVATION,TARGET_ELEVATION,TAU,FOCAL_DISTANCE,INCIDENCE_ANGLE,EMISSION_ANGLE,PHASE_ANGLE,LAT,LON,ODOMETRY,SCLK,LAB_SPECTRUM_TYPE,COLOR,FEATURE,ZOOM,TARGET,RMS,COMPRESSION,COMPRESSION_QUALITY,FLOAT,ROCK_SURFACE,GRAIN_SIZE,SOIL LOCATION,SOIL_COLOR,MORPHOLOGY,DISTANCE,LOCATION,LANDFORM_TYPE,WORKSPACE,ANALYSIS_NAME,MIN_COUNT,SCAM_LIBS,SCAM_VISIR,SCAM_RMI,SCAM_RAMAN,SHERLOC,WATSON,UNITS,L6,L0B,R0B,L5,L0G,R0G,L4,L0R,R0R,L3,L2,L1,R1,R2,R3,R4,R5,R6,L6_ERR,L0B_ERR,R0B_ERR,L5_ERR,L0G_ERR,R0G_ERR,L4_ERR,L0R_ERR,R0R_ERR,L3_ERR,L2_ERR,L1_ERR,R1_ERR,R2_ERR,R3_ERR,R4_ERR,R5_ERR,R6_ERR,FILTER_AVG,ERR_AVG,REL_ERR_AVG
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,orange,pebble,26,,206.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,16.0,False,False,False,False,False,False,IOF,0.0766630917787551,0.0869839563965797,0.0828226059675216,0.0918507426977157,0.1035629957914352,0.100228413939476,0.1373027265071869,0.1438251584768295,0.1508823484182357,0.1624013036489486,0.1695061177015304,0.161448135972023,0.1696089506149292,0.1562256813049316,0.1559466123580932,0.1576277762651443,0.1575343608856201,0.1581177711486816,0.0050290045328438,0.0064676459878683,0.0085557764396071,0.0047356439754366,0.0063123167492449,0.0067103882320225,0.0062916791066527,0.0077867647632956,0.0099608842283487,0.0099724400788545,0.0094960713759064,0.0143823837861418,0.0178985837846994,0.0171608030796051,0.0161124318838119,0.0162738226354122,0.0150810265913605,0.012647776864469,0.13459,0.0106,0.0787577085964782
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,purple,rock,26,,206.0,NONE,0.0,N,,,,,pitted,nearfield,Octavia E. Butler Landing,,Landing Site,,5.0,False,False,False,False,False,False,IOF,0.0936837270855903,0.1200700551271438,0.1202747002243995,0.1468670070171356,0.1712276339530944,0.1697077751159668,0.2383729964494705,0.2484372705221176,0.2594400942325592,0.2851715683937073,0.2907177805900574,0.2794459462165832,0.2939833104610443,0.2802561521530151,0.2759600877761841,0.2765147387981415,0.2754660546779632,0.2600533962249756,0.004318032413721,0.003224981483072,0.0131283029913902,0.0062848157249391,0.0077860499732196,0.0097992941737174,0.0089227901771664,0.0131137669086456,0.0149745643138885,0.0249520223587751,0.0242416579276323,0.0269338842481374,0.020805625244975,0.0251478254795074,0.0253774803131818,0.0264712739735841,0.0234757233411073,0.0238553211092948,0.22698,0.01682,0.07410344523746587
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,red,rock,26,Maaz,206.0,NONE,0.0,N,,,,,paver,nearfield,Octavia E. Butler Landing,,Landing Site,,96.0,False,False,False,False,False,False,IOF,0.0823120772838592,0.1085362881422042,0.108395516872406,0.134613886475563,0.1602647304534912,0.1606096774339676,0.2398658692836761,0.2534219622611999,0.2682283222675323,0.2941402792930603,0.312808632850647,0.3047282993793487,0.3139636516571045,0.3055852651596069,0.3033506870269775,0.3053444921970367,0.3075077831745147,0.3051981031894684,0.0073631103150546,0.0091686742380261,0.0088873300701379,0.0097755203023552,0.0110185593366622,0.0116710057482123,0.0144361779093742,0.0155390426516532,0.0186994634568691,0.0188209190964698,0.0208304096013307,0.0224049407988786,0.0274157989770174,0.0260567534714937,0.025624968111515,0.0250969734042882,0.0247392281889915,0.0206629298627376,0.23716,0.01768,0.07454882779558104
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,red+2,pebble,26,,206.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,1.0,False,False,False,False,False,False,IOF,0.1047450006008148,0.1325791329145431,0.1397059559822082,0.1532292664051056,0.1750932186841964,0.1707256883382797,0.2408501207828521,0.2510074377059936,0.2549502253532409,0.2723373770713806,0.2917075157165527,0.2922584414482116,0.2881194949150085,0.2824139595031738,0.279279351234436,0.2749883234500885,0.2682360410690307,0.2517463266849518,0.0070968680083751,0.0062336027622222,0.0,0.0091692963615059,0.0095000555738806,0.0109280776232481,0.0007789209485054,0.0089853778481483,0.0186472162604331,0.002118781208992,0.0062247067689895,0.0010203421115875,0.0207565426826477,0.0185864828526973,0.0207650605589151,0.0229060444980859,0.040433008223772,0.0334275476634502,0.22911,0.0132,0.057614246431844963
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,rust,rock,26,,206.0,NONE,0.0,N,,,,,pitted,nearfield,Octavia E. Butler Landing,,Landing Site,,5.0,False,False,False,False,False,False,IOF,0.0781618505716323,0.1007707491517067,0.1052433028817176,0.1219205111265182,0.1421122252941131,0.1437774151563644,0.2051857858896255,0.2150965481996536,0.2233411371707916,0.2388671636581421,0.2489430159330368,0.239192709326744,0.2464012652635574,0.2361421138048172,0.2354983985424041,0.2356346696615219,0.2377552688121795,0.2380720973014831,0.0020641305018216,0.0058225709944963,0.0058446135371923,0.0030999081209301,0.0044116643257439,0.0051850010640919,0.0020667850039899,0.0052143326029181,0.0102603724226355,0.0082839457318186,0.0117447115480899,0.0142210898920893,0.0128448456525802,0.0139135513454675,0.0140750054270029,0.0141353150829672,0.0172876343131065,0.0109949456527829,0.19401,0.00897,0.04623473016854802
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,lime,rock,26,,206.0,NONE,0.0,N,,,,,pitted,nearfield,Octavia E. Butler Landing,,Landing Site,,11.0,False,False,False,False,False,False,IOF,0.0850897952914238,0.1059527993202209,0.1060462817549705,0.1240003556013107,0.1410005241632461,0.139930710196495,0.1859301775693893,0.1903833597898483,0.197947159409523,0.213071122765541,0.2147861868143081,0.2028001099824905,0.2063985764980316,0.1980744004249572,0.1933802366256714,0.1949421614408493,0.1958793103694915,0.1904809176921844,0.0073720957152545,0.0087784836068749,0.0115249240770936,0.0083303293213248,0.0080065708607435,0.0105936666950583,0.0090014263987541,0.0101150097325444,0.0081679821014404,0.0113019607961177,0.0128521332517266,0.0135028362274169,0.0082612875849008,0.0155034037306904,0.0138943623751401,0.0146732190623879,0.0150144705548882,0.0110746379941701,0.17145,0.011,0.06415864683581218
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,yellow,soil,26,,206.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,168.0,False,False,False,False,False,False,IOF,0.048454325646162,0.0598740130662918,0.0575599856674671,0.0713766887784004,0.0834617093205452,0.0801302641630172,0.1207443103194236,0.1287723779678344,0.1318182945251464,0.1515144407749176,0.1574402153491974,0.1489752978086471,0.1500913649797439,0.1371027827262878,0.1323701441287994,0.1317096650600433,0.1306749284267425,0.1306793987751007,0.0029328903183341,0.0037173898890614,0.0046480991877615,0.0037653995677828,0.0047151558101177,0.0053515080362558,0.0061834342777729,0.0067070261575281,0.0088482098653912,0.0082732662558555,0.0099501265212893,0.0111517803743481,0.0126708382740616,0.0126392897218465,0.0120849069207906,0.0112864105030894,0.0109211988747119,0.009118502959609,0.11404,0.00805,0.07058926692388635
Maaz,12.0,11:33:35,zcam03100,-2569.91,,,,15.210197,53.1284,67.89767,18.44462715,77.45088572,0.0,668004310.0,,yellow-2,soil,26,,206.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,12.0,False,False,False,False,False,False,IOF,0.054827194660902,0.0670854374766349,0.0652068629860878,0.0796885937452316,0.0921532064676284,0.0899551883339881,0.1295679062604904,0.1372807174921035,0.1409395337104797,0.1602055579423904,0.1545592248439788,0.1440638899803161,0.1408020555973053,0.1330414116382599,0.1310473680496215,0.1295426785945892,0.1298433095216751,0.1287482976913452,0.0028048786334693,0.0041019129566848,0.0054818587377667,0.0030498930718749,0.0040136282332241,0.0040339892730116,0.003996942192316,0.005194988567382,0.0060227406211197,0.0077976058237254,0.0103647653013467,0.0121645350009202,0.011091667227447,0.013445159420371,0.0122517310082912,0.0112747671082615,0.0100303292274475,0.0078328028321266,0.11714,0.0075,0.0640259518524842
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,orange,soil,63,,30.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,144.0,False,False,False,False,False,False,IOF,0.0526849403977394,0.0628688186407089,0.0633781254291534,0.0834532901644706,0.0925594642758369,0.0964852273464202,0.1425425857305526,0.1534808427095413,0.1599029153585434,0.1783563792705536,0.1939499378204345,0.1908441931009292,0.1928674578666687,0.1806486845016479,0.1754296720027923,0.1734240651130676,0.172371357679367,0.1754519939422607,0.0031955267768353,0.0040601384826004,0.0039005116559565,0.004528259858489,0.0052076647989451,0.0055365054868161,0.0093689169734716,0.0091652460396289,0.0083814850077033,0.0116673065349459,0.0101660462096333,0.0087621891871094,0.006779508665204,0.0057449610903859,0.0054758940823376,0.005293050315231,0.0049937982112169,0.0051360456272959,0.14115,0.00652,0.046191994332270635
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,magenta+2,rock,63,,30.0,NONE,0.0,N,,,,,paver,nearfield,Octavia E. Butler Landing,,Landing Site,,158.0,False,False,False,False,False,False,IOF,0.0813574492931366,0.105313740670681,0.1105895489454269,0.148250550031662,0.1669100522994995,0.1796495467424392,0.2568526566028595,0.2706510126590729,0.2914632856845855,0.3090533912181854,0.3230713009834289,0.3300419151782989,0.3383229374885559,0.3435905575752258,0.3447411060333252,0.3431833684444427,0.3428327143192291,0.345793068408966,0.006050313822925,0.0089487666264176,0.0081219440326094,0.0110151944682002,0.0128690330311656,0.011445409618318,0.0190651062875986,0.0195883624255657,0.0150322057306766,0.0231968704611063,0.0211520977318286,0.022992705926299,0.0139797320589423,0.01671988889575,0.0151694314554333,0.0150431701913475,0.0138929430395364,0.0129875317215919,0.25731,0.01485,0.05771248688352571
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,yellow,soil,63,,30.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,96.0,False,False,False,False,False,False,IOF,0.0553582981228828,0.062413316220045,0.06282939016819,0.0804543197154998,0.085699014365673,0.0891957357525825,0.1204850599169731,0.1269242316484451,0.1332946270704269,0.1446747332811355,0.1445941925048828,0.1399575322866439,0.1409430503845214,0.1305128931999206,0.1271707862615585,0.1256724298000335,0.1245850846171379,0.1259231567382812,0.0102910362184047,0.0087707294151186,0.0103249317035079,0.0087101068347692,0.0092446040362119,0.0110692707821726,0.0122485226020216,0.0142377996817231,0.0154746174812316,0.0164527706801891,0.0207831617444753,0.0207331497222185,0.0206643901765346,0.0170260872691869,0.0147518031299114,0.0135056665167212,0.0125695951282978,0.0106285838410258,0.11226,0.01375,0.12248352039907358
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,red,soil,63,,30.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,100.0,False,False,False,False,False,False,IOF,0.0498759783804416,0.0587679035961627,0.0601953007280826,0.0766260474920272,0.0842110216617584,0.0885805487632751,0.1251633167266845,0.1357820481061935,0.1438173800706863,0.1562470942735672,0.1669327318668365,0.1631949543952942,0.1677554100751876,0.1554554551839828,0.1507497727870941,0.1485643982887268,0.1465499848127365,0.1497665345668792,0.0035145592410117,0.0045881108380854,0.0040306253358721,0.0057856529019773,0.0058341273106634,0.0055301203392446,0.0083277700468897,0.0087959636002779,0.0070874695666134,0.0099622178822755,0.0085235740989446,0.0070744724944233,0.0071476292796432,0.0061222719959914,0.0057470928877592,0.0054083871655166,0.0052785770967602,0.0049816076643764,0.12379,0.00632,0.051054204701510626
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,purple,pebble,63,,30.0,NONE,0.0,N,,,,,,nearfield,Octavia E. Butler Landing,,Landing Site,,90.0,False,False,False,False,False,False,IOF,0.04091202840209,0.04336953535676,0.0472808666527271,0.0519505217671394,0.0526219010353088,0.0569339022040367,0.0669486224651336,0.0686647966504097,0.0727536901831626,0.0754497274756431,0.0792899131774902,0.0777726843953132,0.0789154320955276,0.0726343020796775,0.0720154345035553,0.0718564689159393,0.0715756192803382,0.0780062153935432,0.0088294278830289,0.0085784662514925,0.0052271033637225,0.0104056438431143,0.010101449675858,0.0068256203085184,0.0132365059107542,0.014402899891138,0.0124726854264736,0.0163716468960046,0.0180313866585493,0.0172550678253173,0.016303576529026,0.0143073452636599,0.013132388703525,0.0125925969332456,0.0114518599584698,0.0103416191413998,0.0655,0.01221,0.18641221374045802
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,magenta,rock,63,Yeigo,30.0,NONE,0.0,N,,,,,paver,nearfield,Octavia E. Butler Landing,,Landing Site,,42.0,False,False,False,False,False,False,IOF,0.0889727473258972,0.1126695573329925,0.1182193681597709,0.1555036753416061,0.1728460490703582,0.1851102113723755,0.2643192112445831,0.2653079032897949,0.2655205130577087,0.315062940120697,0.319041907787323,0.315155953168869,0.3109404444694519,0.3280308246612549,0.3272379338741302,0.3257519900798797,0.3228842616081238,0.3173435628414154,0.0121538517996668,0.0135731771588325,0.0124639105051755,0.0157771576195955,0.0154825448989868,0.0142639456316828,0.023307928815484,0.0175867341458797,0.0291737634688615,0.0297880768775939,0.0264349486678838,0.0311040990054607,0.0390950813889503,0.0512762889266014,0.0508646555244922,0.0503707528114318,0.0481330268085002,0.0455868318676948,0.25055,0.02925,0.11674316503691878
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,cyan,rock,63,,30.0,NONE,0.0,N,,,,,paver,nearfield,Octavia E. Butler Landing,,Landing Site,,72.0,False,False,False,False,False,False,IOF,0.0901856496930122,0.105585016310215,0.1051826104521751,0.1347448080778122,0.1439140290021896,0.1482633203268051,0.1994508951902389,0.2056867033243179,0.2113515138626098,0.2258212566375732,0.2319595068693161,0.2268960177898407,0.226424440741539,0.2162868082523346,0.2149892151355743,0.2129921168088913,0.2109271138906479,0.2091891318559646,0.0101731335744261,0.0115844029933214,0.010538768954575,0.0138586899265646,0.0156743675470352,0.0154998647049069,0.0269500222057104,0.0288626067340374,0.0292230751365423,0.0354891307651996,0.0369591005146503,0.036234613507986,0.0336230248212814,0.0330159217119216,0.0304297227412462,0.0303050652146339,0.0281737558543682,0.0252454485744237,0.18444,0.0251,0.13608761656907398
Yeigo,16.0,12:05:50,zcam03101,-2569.94,,,,13.0271,56.9586,49.577187,18.44513505,77.45103403,42.65,668361308.0,,green,rock,63,,30.0,NONE,0.0,N,,,,,paver,nearfield,Octavia E. Butler Landing,,Landing Site,,36.0,False,False,False,False,False,False,IOF,0.0788248628377914,0.097658671438694,0.0992596969008445,0.1358509510755539,0.1501848846673965,0.1539067029953003,0.2277339547872543,0.2383753508329391,0.2447231113910675,0.2670365571975708,0.2826237082481384,0.2842186689376831,0.2801641821861267,0.2717801332473755,0.2695833444595337,0.2682897746562958,0.2680230140686035,0.2602097690105438,0.0081794783473014,0.0101975798606872,0.0115514807403087,0.0108127482235431,0.01189168356359,0.0165585335344076,0.013144108466804,0.0130276763811707,0.0259709618985652,0.0190297961235046,0.018754644319415,0.0198132991790771,0.0273043978959321,0.0235138814896345,0.0230095647275447,0.0208396092057228,0.0202564690262079,0.017587810754776,0.21547,0.0173,0.08028959948020606
