name,sol,ltst,seq_id,target_elevation,tau,focal_distance,incidence_angle,emission_angle,phase_angle,lat,lon,sclk,color,feature,formation,member,L2,R2,L0B,R0B,L1,R1,R0G,L0G,R0R,L0R,L4,L3,R3,L5,R4,R5,L6,R6,L2_err,R2_err,L0B_err,R0B_err,L1_err,R1_err,R0G_err,L0G_err,R0R_err,L0R_err,L4_err,L3_err,R3_err,L5_err,R4_err,R5_err,L6_err,R6_err
Bear Island,1693,12:03:36,mcam08822,-4280.1768,0.860462,6.21,5.9596,64.4657,58.506308,-4.718292,137.36221,,sienna,,,,0.0440227,0.0477574,0.0596028,0.0587266,0.0749535,0.0779439,0.0926976,0.0952677,0.153591,0.158532,0.171371,0.181438,0.179783,0.17951,0.172123,0.169156,0.172436,0.167589,0.00220486,0.00336292,0.00524115,0.00624183,0.0046613,0.00645862,0.00935618,0.00748671,0.0172809,0.0140288,0.016589,0.018856,0.0231853,0.0205222,0.0235232,0.0236055,0.0194995,0.0236563
Bear Island,1693,12:03:36,mcam08822,-4280.1768,0.860462,6.21,5.9596,64.4657,58.506308,-4.718292,137.36221,,teal,dusty rock,Murray,Blunts Point,0.0719916,0.0810162,0.0934768,0.0977731,0.117611,0.130056,0.153288,0.150174,0.242655,0.240402,0.259951,0.294325,0.316698,0.294457,0.290763,0.290303,0.298764,0.300195,0.00355574,0.00466532,0.0067544,0.00797869,0.00642453,0.00819854,0.00987204,0.00835238,0.0138477,0.0114956,0.0115564,0.011962,0.0158383,0.0135228,0.0163373,0.0161518,0.012641,0.0163248
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,dark blue,dusty rock,Murray,Sutton Island,0.0670171,0.0690459,0.0794137,0.0798932,0.0930079,0.097318,0.116257,0.119533,0.217508,0.220177,0.269131,0.311782,0.302149,0.304823,0.295011,0.29984,0.34246,0.322526,0.00383332,0.00732458,0.00655332,0.00878896,0.00621643,0.00875296,0.0114522,0.01034,0.0185579,0.0153749,0.0179644,0.0224993,0.0222281,0.022204,0.0237931,0.0255345,0.0222879,0.0248371
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,dark red,disturbed soil,,,0.035214,0.0380046,0.040213,0.0451262,0.0519807,0.0584647,0.0663457,0.0617976,0.10599,0.100472,0.116313,0.131895,0.138233,0.128349,0.141736,0.134773,0.141922,0.144453,0.00281106,0.00362222,0.00591392,0.00626407,0.00472243,0.00532278,0.00750283,0.00618784,0.0113537,0.00967129,0.0124657,0.0158399,0.0124754,0.0162145,0.0132729,0.0132242,0.0189878,0.0123095
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,goldenrod,veins,,,,0.127168,,0.181461,,0.21669,0.281914,,0.450195,,,,0.520644,,0.525698,0.526598,,0.511445,,0.0112913,,0.0220423,,0.0167285,0.0279363,,0.0469559,,,,0.0589775,,0.0449001,0.0457591,,0.0436954
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,light blue,dusty rock,Murray,Sutton Island,0.0632767,0.064723,0.083257,0.0843773,0.107054,0.1148,0.143858,0.142215,0.273405,0.264726,0.317374,0.368976,0.375408,0.369379,0.373086,0.381974,0.40923,0.401129,0.00175194,0.00226889,0.00298707,0.00417965,0.00246524,0.00392134,0.00541802,0.00369367,0.00872611,0.00559656,0.00503492,0.00626393,0.0117016,0.00854669,0.0136654,0.0140179,0.00870809,0.012773
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,light green,DRT target,Murray,Sutton Island,0.0659526,0.0724057,0.0842995,0.0916475,0.103243,0.113962,0.148634,0.137764,0.287048,0.265027,0.315806,0.366348,0.383324,0.357672,0.378132,0.39019,0.394952,0.411424,0.00357959,0.00504261,0.00515977,0.00752877,0.00452569,0.00678481,0.00953123,0.00582744,0.0154016,0.0103527,0.0110145,0.0122951,0.0183634,0.0125009,0.0200036,0.0204298,0.0125755,0.0196769
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,red,undisturbed soil,,,0.0327522,0.0348157,0.0394452,0.0449737,0.0505378,0.0534916,0.067064,0.0607655,0.107587,0.0977764,0.111635,0.122432,0.128166,0.117261,0.128168,0.122286,0.121908,0.124521,0.00133357,0.00224774,0.00267191,0.00476023,0.00195649,0.0032653,0.00526602,0.00292238,0.00852756,0.00418092,0.00523073,0.00548545,0.00972069,0.00510313,0.0108559,0.0104052,0.00584507,0.0100165
Penobscot DRT,1512,11:34:20,mcam07688,-4350.6034,1.020353,3.88,20.7545,45.4188,65.692083,-4.7040954,137.35555,,teal,dusty rock,Murray,Sutton Island,0.0554989,0.0674318,0.0691206,0.0866529,0.0796299,0.0967463,0.134765,0.109341,0.269496,0.21823,0.267368,0.320516,0.379913,0.304148,0.376893,0.388571,0.34298,0.408779,0.00385024,0.00467225,0.0050396,0.00747947,0.0059819,0.00757582,0.0103859,0.00685464,0.0176276,0.0176682,0.0210384,0.0246971,0.0229063,0.0269915,0.0270136,0.0272138,0.0318924,0.0259634
Taconite Crater Ejecta,2123,11:44:25,mcam11374,,3.867449,,11.5821,73.8486,63.485679,-4.7256569,137.37997,,dark blue,dusty rock,Murray,Pettegrove Point,,,0.106412,,,,,0.156024,,0.232434,,0.26512,,0.25311,,,0.254022,,,,0.0183943,,,,,0.0216468,,0.0317346,,0.0365164,,0.0385581,,,0.0393142,
Taconite Crater Ejecta,2123,11:44:25,mcam11374,,3.867449,,11.5821,73.8486,63.485679,-4.7256569,137.37997,,light blue,dusty rock,Murray,Pettegrove Point,,,0.116923,,,,,0.180163,,0.283649,,0.355211,,0.339453,,,0.377966,,,,0.00969782,,,,,0.0116356,,0.0188399,,0.0185491,,0.0203986,,,0.0197803,
Taconite Crater Ejecta,2123,11:44:25,mcam11374,,3.867449,,11.5821,73.8486,63.485679,-4.7256569,137.37997,,red,undisturbed soil,,,,,0.0760591,,,,,0.106759,,0.151972,,0.171957,,0.161173,,,0.156464,,,,0.00751069,,,,,0.00850767,,0.0100981,,0.012438,,0.0126501,,,0.0110239,
Taconite Crater Ejecta,2123,11:44:25,mcam11374,,3.867449,,11.5821,73.8486,63.485679,-4.7256569,137.37997,,sienna,,Murray,Pettegrove Point,,,0.11069,,,,,0.173051,,0.287721,,0.34953,,0.331474,,,0.343553,,,,0.0142298,,,,,0.0170502,,0.0208336,,0.021682,,0.0271889,,,0.0248918,
Taconite Crater Ejecta,2123,11:44:25,mcam11374,,3.867449,,11.5821,73.8486,63.485679,-4.7256569,137.37997,,teal,dusty rock,Murray,Pettegrove Point,,,0.12779,,,,,0.198868,,0.321594,,0.391196,,0.38387,,,0.40796,,,,0.0118578,,,,,0.0153516,,0.0212959,,0.0248841,,0.0286085,,,0.0302489,
Photom West 1x2,872,11:28:14,mcam03822,-4464.1329,0.9192,19.679,21.8573,71.2641,74.162966,-4.6628637,137.37745,,dark blue,dusty rock,Murray,Pahrump Hills,0.101773,,,,0.156749,,,,,,,0.354211,,,,,0.355137,,0.00388281,,,,0.00665555,,,,,,,0.0172406,,,,,0.0185948,
Photom West 1x2,872,11:28:14,mcam03822,-4464.1329,0.9192,19.679,21.8573,71.2641,74.162966,-4.6628637,137.37745,,light blue,dusty rock,Murray,Pahrump Hills,0.0917305,,,,0.148354,,,,,,,0.373874,,,,,0.383577,,0.00182116,,,,0.00285312,,,,,,,0.00550564,,,,,0.00582239,
Photom West 1x2,872,11:28:14,mcam03822,-4464.1329,0.9192,19.679,21.8573,71.2641,74.162966,-4.6628637,137.37745,,red,undisturbed soil,,,0.0459693,,,,0.0682678,,,,,,,0.176119,,,,,0.169913,,0.0017874,,,,0.00270252,,,,,,,0.0088895,,,,,0.00871227,
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,dark blue,dusty rock,Murray,Blunts Point,0.0703875,0.0696079,0.088233,0.0845939,0.103946,0.110273,0.135036,0.132608,0.242705,0.238103,0.272038,0.297456,0.306485,0.285151,0.286895,0.291913,0.292575,0.292153,0.00337933,0.00287825,0.0102373,0.00647132,0.00554913,0.0064217,0.00845559,0.00929192,0.0143145,0.015309,0.0133747,0.0131695,0.0171381,0.0153877,0.0169989,0.0172985,0.0143584,0.0162305
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,dark green,broken rock face,Murray,Blunts Point,0.0423339,0.0411587,0.0546452,0.0524499,0.0681824,0.0704856,0.100768,0.0980877,0.238974,0.225963,0.268342,0.292533,0.309084,0.283836,0.298372,0.301474,0.292712,0.304141,0.00442526,0.0039863,0.0085283,0.00684603,0.00680623,0.00540438,0.00920369,0.00970606,0.0160414,0.0131871,0.0168915,0.0158601,0.0199634,0.0161447,0.0175464,0.0200602,0.0158059,0.0171672
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,light blue,dusty rock,Murray,Blunts Point,0.0825772,0.08211,0.109971,0.10866,0.141676,0.150114,0.184896,0.181436,0.312022,0.305585,0.336761,0.361625,0.378406,0.36235,0.362151,0.360254,0.35774,0.356084,0.00368954,0.00532865,0.00765766,0.00927192,0.00538232,0.00904893,0.0116387,0.00679485,0.0163477,0.00944509,0.0106614,0.00867629,0.0200281,0.0124606,0.019757,0.0199322,0.0124329,0.0176167
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,red,undisturbed soil,,,0.0467498,0.0452653,0.0578956,0.0556794,0.0715911,0.0746526,0.0858238,0.0852186,0.132821,0.129603,0.146795,0.15389,0.15627,0.147237,0.148343,0.144142,0.138688,0.139642,0.00210082,0.00298334,0.00382551,0.00655604,0.00268129,0.00462995,0.00746257,0.00338821,0.0116882,0.00541099,0.00783906,0.00843557,0.0164752,0.00815406,0.0169068,0.0170728,0.00815943,0.0162761
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,sienna,,Murray,Blunts Point,0.074193,0.0759944,0.0946444,0.0980608,0.125312,0.1321,0.170848,0.162425,0.284676,0.264204,0.292812,0.316731,0.331811,0.318309,0.323929,0.323339,0.310875,0.320455,0.00233038,0.00440766,0.00430697,0.00783981,0.00477689,0.00740413,0.00984262,0.00529199,0.0141306,0.00724254,0.0101184,0.0107855,0.0176522,0.0128162,0.018582,0.0188376,0.0103288,0.018487
Mud Lake Stereo,2046,13:01:35,mcam10829,-4181.2176,0.66188,3.76,17.2495,48.7805,54.196537,-4.7248324,137.37742,,teal,dusty rock,Murray,Blunts Point,0.0612956,0.0691342,0.0789954,0.0947225,0.102315,0.117266,0.159172,0.134118,0.29413,0.245016,0.292307,0.321595,0.372963,0.319309,0.367624,0.367622,0.323666,0.370162,0.00124388,0.00186556,0.00350178,0.0045418,0.0016743,0.00388564,0.00569478,0.00262445,0.00861504,0.00318049,0.0038304,0.00594321,0.0133498,0.00596022,0.0150203,0.0149592,0.00532482,0.0129154
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,dark blue,dusty rock,Stimson,,,0.0821998,,0.101075,,0.123221,0.144766,,0.205092,,,,0.234093,,0.221837,0.214822,,0.217528,,0.01032,,0.0162896,,0.0162037,0.0214753,,0.031162,,,,0.0344157,,0.0336736,0.0340675,,0.0308214
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,dark green,broken rock face,Murray,Pahrump Hills,,0.230227,,0.269615,,0.293915,0.346601,,0.431271,,,,0.470382,,0.454496,0.455216,,0.422904,,0.014142,,0.0167798,,0.0148799,0.0182719,,0.0264145,,,,0.0284785,,0.0319235,0.0321177,,0.0297335
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,dark red,disturbed soil,,,,0.0527172,,0.0651576,,0.0782262,0.0910718,,0.135222,,,,0.164113,,0.160499,0.153808,,0.151647,,0.0023979,,0.00485326,,0.0040044,0.00538035,,0.00748518,,,,0.00959022,,0.0099162,0.00962347,,0.0091619
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,light blue,dusty rock,Murray,Pahrump Hills,,0.120648,,0.156155,,0.197168,0.242756,,0.389085,,,,0.482013,,0.47173,0.475433,,0.464025,,0.0094217,,0.0125825,,0.0122472,0.0143481,,0.0172448,,,,0.0117535,,0.0132632,0.0122819,,0.0107057
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,red,undisturbed soil,,,,0.0581438,,0.0752748,,0.102867,0.123547,,0.215513,,,,0.290328,,0.28557,0.2844,,0.284117,,0.0069916,,0.0129672,,0.0121375,0.0172966,,0.0273055,,,,0.0347017,,0.0364428,0.0372362,,0.0349227
Elk,1041,11:51:16,mcam04560,-4448.2733,0.856873,3.031,9.6369,28.4297,35.552405,-4.6678895,137.37021,,teal,dusty rock,Murray,Pahrump Hills,,0.222933,,0.259726,,0.304284,0.354182,,0.475459,,,,0.5518,,0.541855,0.546221,,0.523575,,0.0207241,,0.0223748,,0.02226,0.0242109,,0.0278733,,,,0.0259275,,0.0291691,0.0309124,,0.0283612
Measles Point 2x1,306,11:10:36,mcam01268,-4518.6196,0.876,2.6,13.2297,53.4173,54.882476,-4.589779,137.44896,,light blue,dusty rock,Yellowknife Bay,Glenelg,,,,0.0748635,,,0.0928518,,0.110855,,,,0.115798,,0.112253,0.110032,,0.103519,,,,0.0200769,,,0.0235148,,0.0293206,,,,0.0295467,,0.0286901,0.0289699,,0.0255902
Measles Point 2x1,306,11:10:36,mcam01268,-4518.6196,0.876,2.6,13.2297,53.4173,54.882476,-4.589779,137.44896,,teal,dusty rock,Yellowknife Bay,Glenelg,,,,0.0680211,,,0.110694,,0.185132,,,,0.233713,,0.228297,0.231885,,0.226255,,,,0.0155519,,,0.0205229,,0.0280879,,,,0.0257995,,0.0269795,0.0270275,,0.0248083
Mabel Downs Stereo,587,11:23:13,mcam02449,-4480.0362,0.444166,5.92,29.5188,56.2818,28.612996,-4.6363606,137.40218,,dark red,disturbed soil,,,0.0570919,0.0624614,0.0641894,0.0682717,0.074227,0.0822267,0.0909707,0.0840042,0.133721,0.122691,0.138331,0.151411,0.173567,0.150427,0.169042,0.163345,0.142822,0.161661,0.0016931,0.00300275,0.00301716,0.00541913,0.00242501,0.00445978,0.00589854,0.00331771,0.00841465,0.0045212,0.00520675,0.00615113,0.011198,0.00660641,0.0124646,0.0119329,0.00636115,0.0111492
Mabel Downs Stereo,587,11:23:13,mcam02449,-4480.0362,0.444166,5.92,29.5188,56.2818,28.612996,-4.6363606,137.40218,,light blue,dusty rock,Kimberley,Liga,0.0697842,0.072975,0.0788282,0.0820354,0.0926107,0.100344,0.110299,0.1054,0.151057,0.146021,0.156381,0.16303,0.178466,0.166381,0.178553,0.171886,0.154043,0.166114,0.0122687,0.0171738,0.0188687,0.0231908,0.0151341,0.0221181,0.027465,0.0204144,0.0359405,0.0274322,0.023206,0.0239292,0.0362574,0.0274702,0.036188,0.0360693,0.0225965,0.0320121
Mabel Downs Stereo,587,11:23:13,mcam02449,-4480.0362,0.444166,5.92,29.5188,56.2818,28.612996,-4.6363606,137.40218,,red,undisturbed soil,,,0.063634,0.0676276,0.0734666,0.076712,0.0887787,0.0941549,0.106965,0.101674,0.159608,0.15052,0.168634,0.182847,0.197492,0.180814,0.19402,0.188587,0.170253,0.185362,0.00178588,0.00295247,0.00304677,0.00557885,0.00318507,0.00462052,0.00651066,0.00419,0.00990833,0.00712542,0.00765437,0.00847192,0.0117753,0.00822845,0.013169,0.0130717,0.00789638,0.0124895
Mabel Downs Stereo,587,11:23:13,mcam02449,-4480.0362,0.444166,5.92,29.5188,56.2818,28.612996,-4.6363606,137.40218,,sienna,,,,0.0754957,0.0892206,0.0926113,0.108568,0.113819,0.134713,0.161725,0.13702,0.254484,0.215444,0.24326,0.268172,0.328013,0.272602,0.326956,0.323405,0.266541,0.318566,0.00475749,0.00778933,0.0101437,0.0141909,0.00769374,0.0128074,0.0177189,0.0112805,0.0262534,0.0165427,0.0162113,0.0175579,0.0321043,0.0214159,0.0359758,0.0357705,0.0190138,0.0326266
Photom east 1x2,611,11:25:04,mcam02571,-4481.974,0.367996,14.623,27.2135,71.318,71.586393,-4.6388429,137.40201,,dark red,disturbed soil,,,0.0397543,,,,0.0554836,,,,,,,0.143672,,,,,0.139685,,0.00160006,,,,0.0020109,,,,,,,0.00763424,,,,,0.00816003,
Photom east 1x2,611,11:25:04,mcam02571,-4481.974,0.367996,14.623,27.2135,71.318,71.586393,-4.6388429,137.40201,,light blue,dusty rock,Kimberley,Unknown,0.0935272,,,,0.137506,,,,,,,0.30239,,,,,0.300808,,0.00372715,,,,0.00714706,,,,,,,0.025057,,,,,0.0294446,
Photom east 1x2,611,11:25:04,mcam02571,-4481.974,0.367996,14.623,27.2135,71.318,71.586393,-4.6388429,137.40201,,red,undisturbed soil,,,0.0584497,,,,0.0958892,,,,,,,0.272597,,,,,0.290362,,0.00147321,,,,0.00244933,,,,,,,0.0068411,,,,,0.00927805,
North Haven,1634,12:07:16,mcam08440,-4305.4048,1.186674,4.788,7.3516,48.4646,55.466074,-4.7125718,137.3592,,dark blue,dusty rock,Murray,Sutton Island,0.047186,0.0591543,0.0574304,0.0647543,0.0584071,0.0728901,0.0907862,0.0766403,0.167427,0.13308,0.158693,0.191489,0.23547,0.198038,0.221505,0.229244,0.207997,0.230695,0.0106624,0.00804766,0.0168059,0.00812997,0.0120617,0.00794698,0.00948899,0.0187798,0.0162136,0.0300614,0.0328504,0.0362658,0.0220899,0.0343013,0.0212987,0.0233678,0.0319956,0.0235652
North Haven,1634,12:07:16,mcam08440,-4305.4048,1.186674,4.788,7.3516,48.4646,55.466074,-4.7125718,137.3592,,light blue,dusty rock,Murray,Sutton Island,0.0592476,0.0632045,0.0727477,0.0739255,0.0826122,0.0884892,0.114947,0.109474,0.21615,0.201742,0.233316,0.258016,0.26941,0.245839,0.246994,0.250882,0.239906,0.25055,0.00316319,0.00468714,0.006378,0.00660166,0.00384752,0.00620882,0.00877785,0.00693115,0.0151561,0.0100929,0.0100727,0.011839,0.0194817,0.0139405,0.0195833,0.0205062,0.0151467,0.01937
North Haven,1634,12:07:16,mcam08440,-4305.4048,1.186674,4.788,7.3516,48.4646,55.466074,-4.7125718,137.3592,,red,undisturbed soil,,,0.0297627,0.0302225,0.0358223,0.0349553,0.0431425,0.0450974,0.0523012,0.0526194,0.0837591,0.0843819,0.0927341,0.0978668,0.0980754,0.0876106,0.0859976,0.0835629,0.0811052,0.0815646,0.00111826,0.00240953,0.00214175,0.00446677,0.0015717,0.00366718,0.00525405,0.00237342,0.00788248,0.0033227,0.00399714,0.00394379,0.00855998,0.00377992,0.00979066,0.00994928,0.00398255,0.00993582
North Haven,1634,12:07:16,mcam08440,-4305.4048,1.186674,4.788,7.3516,48.4646,55.466074,-4.7125718,137.3592,,teal,dusty rock,,,0.0419716,0.0530244,0.0430667,0.0565616,0.0485,0.0631193,0.0695744,0.0543053,0.0808986,0.0710598,0.0690452,0.0725516,0.0780545,0.0673985,0.0738534,0.0716656,0.0680942,0.071639,0.00999117,0.0119656,0.0163345,0.0110021,0.0134495,0.0120323,0.0127612,0.0168317,0.0150927,0.0192796,0.0122842,0.0109872,0.0134127,0.0125758,0.0125226,0.0124767,0.0107796,0.0118571
Mojave,812,12:51:49,mcam03564,-4460.0611,1.366793,3.221,20.4338,39.0996,24.431944,-4.6628859,137.37745,,light blue,dusty rock,Murray,Pahrump Hills,0.119114,0.137005,0.142038,0.157971,0.160741,0.18318,0.216325,0.195395,0.320875,0.300699,0.328355,0.363708,0.396595,0.377271,0.397228,0.396042,0.364782,0.388351,0.0042692,0.00598431,0.00566373,0.00745269,0.00465715,0.00648941,0.0075251,0.00594015,0.00958328,0.0083763,0.00768127,0.00918909,0.0135457,0.0102664,0.0158634,0.0157266,0.0101311,0.0159707
Mojave,812,12:51:49,mcam03564,-4460.0611,1.366793,3.221,20.4338,39.0996,24.431944,-4.6628859,137.37745,,light green,DRT target,Murray,Pahrump Hills,0.226252,0.228,0.213383,0.208912,0.194223,0.203334,0.204454,0.20688,0.218562,0.225483,0.234174,0.249668,0.248945,0.250817,0.24267,0.23596,0.229765,0.224117,0.005734,0.00981694,0.00766716,0.0102949,0.00538644,0.00706574,0.00850544,0.00710333,0.00954858,0.00908226,0.00778759,0.00875462,0.0109915,0.00872519,0.0118495,0.0117121,0.00744141,0.0108525
Mojave,812,12:51:49,mcam03564,-4460.0611,1.366793,3.221,20.4338,39.0996,24.431944,-4.6628859,137.37745,,red,undisturbed soil,,,0.0829849,0.0973007,0.0969781,0.110576,0.107807,0.12672,0.144324,0.127257,0.213324,0.195529,0.218745,0.243149,0.280515,0.250498,0.274098,0.270056,0.242567,0.266711,0.00257333,0.00397136,0.00565123,0.00890524,0.00385162,0.00624765,0.00884564,0.0057059,0.0130167,0.00994631,0.0117296,0.0132646,0.0186051,0.0148697,0.0190945,0.0186319,0.0136978,0.0180646
Mojave,812,12:51:49,mcam03564,-4460.0611,1.366793,3.221,20.4338,39.0996,24.431944,-4.6628859,137.37745,,teal,dusty rock,Murray,Pahrump Hills,0.138524,0.156862,0.164405,0.179868,0.180067,0.203946,0.234926,0.214183,0.32276,0.303625,0.323339,0.351207,0.381607,0.356965,0.376031,0.372456,0.337475,0.360559,0.00335071,0.00429676,0.00523519,0.00666217,0.00423956,0.00522415,0.00662384,0.00498253,0.0101539,0.00786886,0.00828095,0.00959928,0.0125528,0.010378,0.0144036,0.0142356,0.00921764,0.0148252
Koes,1382,11:51:07,mcam06774,-4428.7438,0.672702,3.574,6.9853,56.0926,53.023964,-4.6810723,137.35807,,goldenrod,veins,,,0.0702943,0.0757331,0.0993475,0.09708,0.123897,0.133108,0.166924,0.166448,0.304071,0.300223,0.341067,0.392317,0.421452,0.413079,0.419631,0.421584,0.42173,0.423984,0.0114285,0.0146962,0.0227837,0.0219476,0.0194461,0.0240127,0.0324305,0.0302928,0.0529839,0.0456369,0.0467554,0.0531497,0.0667906,0.0691833,0.0733478,0.077101,0.0653431,0.0664233
Koes,1382,11:51:07,mcam06774,-4428.7438,0.672702,3.574,6.9853,56.0926,53.023964,-4.6810723,137.35807,,light blue,dusty rock,Murray,Hartmann's Valley,0.0623438,0.0726843,0.085632,0.0948902,0.109438,0.124131,0.160577,0.145555,0.284664,0.256846,0.29321,0.337204,0.383217,0.351615,0.393171,0.393627,0.362989,0.39837,0.00341296,0.00493686,0.00508373,0.00764468,0.00504303,0.00760844,0.0103835,0.00710923,0.0154702,0.00997062,0.0102957,0.0116891,0.0184867,0.0143565,0.0206205,0.0204259,0.0178755,0.0202981
Koes,1382,11:51:07,mcam06774,-4428.7438,0.672702,3.574,6.9853,56.0926,53.023964,-4.6810723,137.35807,,light green,DRT target,Murray,Hartmann's Valley,0.0932733,0.103902,0.10929,0.113534,0.119042,0.130264,0.155098,0.14847,0.240765,0.230626,0.252979,0.294051,0.304547,0.285158,0.306921,0.313194,0.314798,0.327146,0.00451885,0.00653063,0.00666421,0.00961979,0.00521566,0.00897529,0.0112059,0.00725019,0.0152468,0.00951538,0.00997798,0.0102542,0.0160252,0.0115316,0.0205337,0.0203189,0.0104077,0.020726
Koes,1382,11:51:07,mcam06774,-4428.7438,0.672702,3.574,6.9853,56.0926,53.023964,-4.6810723,137.35807,,red,undisturbed soil,,,0.0507616,0.054287,0.0671113,0.0665839,0.0853687,0.0897906,0.107566,0.106943,0.182147,0.181478,0.204885,0.23165,0.240028,0.235883,0.240622,0.236147,0.237698,0.237041,0.00193327,0.00317297,0.00371135,0.00580886,0.0031302,0.00500958,0.0074834,0.00493693,0.0126705,0.00790624,0.00936783,0.0113097,0.0158204,0.0108807,0.0181194,0.0180217,0.011138,0.0177807
Robinson Rock Gunning,1807,12:38:56,mcam09325,,0.461487,2.49,27.2545,54.2447,37.516211,-4.7232286,137.37253,,dark blue,dusty rock,Murray,Blunts Point,0.0503243,0.0664749,0.0691288,0.0888417,0.0854334,0.106399,0.142027,0.115177,0.267849,0.223043,0.255453,0.280041,0.335368,0.265672,0.324249,0.328209,0.275318,0.333382,0.000990915,0.00250756,0.00261474,0.00552989,0.00196466,0.00448764,0.00681771,0.00219881,0.0105135,0.00627321,0.00601106,0.00615546,0.0135056,0.00644552,0.0175129,0.0175011,0.00745278,0.0176092
Robinson Rock Gunning,1807,12:38:56,mcam09325,,0.461487,2.49,27.2545,54.2447,37.516211,-4.7232286,137.37253,,light blue,dusty rock,Murray,Blunts Point,0.0552679,0.0595103,0.0782156,0.0746841,0.0971968,0.103271,0.1274,0.13074,0.234722,0.239072,0.262809,0.282035,0.278006,0.272167,0.264599,0.263218,0.2703,0.264016,0.00138242,0.00309861,0.00233883,0.00550108,0.00200927,0.00553522,0.00730338,0.00318066,0.0124018,0.00402159,0.00359352,0.00412006,0.0168011,0.00462353,0.0174015,0.0175922,0.00476023,0.0166489
Robinson Rock Gunning,1807,12:38:56,mcam09325,,0.461487,2.49,27.2545,54.2447,37.516211,-4.7232286,137.37253,,light green,DRT target,Murray,Blunts Point,0.0815559,0.114261,0.103899,0.131123,0.117294,0.148904,0.182172,0.156913,0.287906,0.262194,0.277697,0.283751,0.295268,0.262741,0.272847,0.26962,0.253777,0.26318,0.00137802,0.0270922,0.00212762,0.0283691,0.00171763,0.0290151,0.0333782,0.00271251,0.0387852,0.00382813,0.0027577,0.003804,0.0332304,0.0038056,0.0324449,0.0313125,0.00348715,0.0301552
Robinson Rock Gunning,1807,12:38:56,mcam09325,,0.461487,2.49,27.2545,54.2447,37.516211,-4.7232286,137.37253,,red,undisturbed soil,,,0.0391125,0.0460291,0.0497312,0.0548916,0.0593661,0.0662595,0.0773699,0.071946,0.109397,0.102757,0.108055,0.111644,0.115777,0.102031,0.110365,0.103944,0.0934025,0.100265,0.00081736,0.00461135,0.00168461,0.00880492,0.00117634,0.00678667,0.00970223,0.00165845,0.0127438,0.00229505,0.00235608,0.00198856,0.0128031,0.00228793,0.0131112,0.0132988,0.0037159,0.0119066
Robinson Rock Gunning,1807,12:38:56,mcam09325,,0.461487,2.49,27.2545,54.2447,37.516211,-4.7232286,137.37253,,teal,dusty rock,Murray,Blunts Point,0.0399697,0.0614046,0.0490892,0.0709922,0.0606764,0.0821286,0.0972925,0.0749357,0.153926,0.116458,0.125566,0.134454,0.183159,0.124213,0.17449,0.173619,0.119122,0.176911,0.00110225,0.0100869,0.00169607,0.011847,0.00137939,0.0113621,0.0151629,0.00180306,0.0225681,0.0029805,0.00268966,0.00305721,0.0295539,0.00350353,0.0289735,0.0292891,0.00305853,0.0279517
Marmion Unit 4x2,297,10:50:30,mcam01238,-4520.8356,0.947682,19.78,18.5417,83.4811,76.538451,-4.589467,137.44914,,red,undisturbed soil,,,,,,0.0838035,,,0.129629,,0.221176,,,,,,,0.299458,,0.302937,,,,0.0189912,,,0.0229052,,0.0340634,,,,,,,0.037484,,0.033838
